customer_id,plan_type,device_brand,avg_data_usage_gb,pct_video_usage,avg_call_duration,sms_freq,monthly_spend,topup_freq,travel_score,complaint_count,target_offer
C00063,Postpaid,Vivo,5.02,0.6594491800188171,4.64,15,100000.0,0,0.6903770343740901,1,Streaming Partner Pack
C00064,Prepaid,Huawei,7.02,0.22303843915341273,13.84,17,102000.0,2,0.7112220598243587,1,Roaming Pass
C00065,Prepaid,Apple,1.58,0.22087199501610696,13.67,23,85000.0,1,0.140661314738557,1,General Offer
C00066,Prepaid,Huawei,4.43,0.4204730326280801,17.84,15,84000.0,1,0.22490530923522126,0,General Offer
C00067,Prepaid,Apple,15.32,0.23832371382024614,12.74,22,182000.0,4,0.3539706227164297,0,General Offer
C00068,Postpaid,Samsung,2.55,0.5875325062322732,0.8,17,93000.0,5,0.1625335781396458,1,General Offer
C00069,Prepaid,Vivo,5.82,0.12196754578318747,15.7,24,144000.0,4,0.2677236440127056,2,Device Upgrade Offer
C00070,Postpaid,Samsung,6.08,0.27458875115792536,25.89,11,107000.0,8,0.060572587832481296,1,Voice Bundle
C00071,Postpaid,Oppo,2.2,0.7624614711375853,9.86,10,72000.0,5,0.3313725251276829,0,General Offer
C00072,Prepaid,Huawei,1.45,0.4756383395630181,10.01,12,57000.0,4,0.4005641825757344,0,Top-up Promo
C00073,Prepaid,Xiaomi,4.67,0.5168853347278752,7.56,15,77000.0,2,0.47900811182632713,0,General Offer
C00074,Postpaid,Realme,4.64,0.36196262714201144,1.83,14,96000.0,2,0.25601642237880823,0,General Offer
C00075,Postpaid,Oppo,3.66,0.10757007544771158,11.83,20,91000.0,6,0.34495024186539414,1,General Offer
C00076,Postpaid,Oppo,22.91,0.7097769646901376,7.25,15,246000.0,2,0.30821044020882205,1,Data Booster
C00077,Postpaid,Huawei,2.01,0.43902824842262755,11.67,15,38000.0,1,0.19394739759333943,1,Retention Offer
C00078,Prepaid,Apple,4.28,0.5898217035013319,11.82,17,72000.0,4,0.4819372733924543,0,General Offer
C00079,Prepaid,Oppo,12.62,0.3452313548620353,19.5,11,156000.0,5,0.21093022011334575,0,Device Upgrade Offer
C00080,Prepaid,Realme,1.22,0.394874437787112,7.99,18,47000.0,3,0.3753579021395271,1,Top-up Promo
C00081,Postpaid,Vivo,5.62,0.32000603309425274,3.79,11,145000.0,1,0.29080334867616997,1,Device Upgrade Offer
C00082,Postpaid,Oppo,3.18,0.4411670091316082,11.42,18,90000.0,1,0.31622972862881515,0,General Offer
C00083,Prepaid,Vivo,4.81,0.3058585593142435,9.51,17,94000.0,2,0.19537160325507766,0,General Offer
C00084,Prepaid,Samsung,7.63,0.2275449675616493,19.36,17,128000.0,7,0.05486286929268504,0,Device Upgrade Offer
C00085,Prepaid,Apple,0.81,0.36036744285732025,14.16,14,57000.0,5,0.2998893281267648,1,Top-up Promo
C00086,Prepaid,Vivo,9.17,0.5055638087506845,9.34,13,135000.0,1,0.44836879644359395,1,Data Booster
C00087,Postpaid,Oppo,6.05,0.6327318509143608,15.11,19,109000.0,5,0.3540766653020593,0,Streaming Partner Pack
C00088,Postpaid,Apple,2.39,0.13050656364721608,15.58,15,61000.0,4,0.40945800079495553,0,General Offer
C00089,Postpaid,Realme,2.81,0.5773383770158478,5.29,20,69000.0,2,0.264590035333769,1,General Offer
C00090,Prepaid,Apple,0.95,0.26034764218475615,12.25,21,56000.0,2,0.09120219262637773,0,General Offer
C00091,Prepaid,Vivo,4.88,0.1984572736351197,21.1,13,101000.0,2,0.19783287778155748,1,General Offer
C00092,Postpaid,Vivo,4.75,0.2094411161670502,2.57,12,95000.0,2,0.19913067075711233,0,General Offer
C00093,Postpaid,Xiaomi,3.6,0.9207748828414706,6.24,13,67000.0,3,0.14546903556655708,0,General Offer
C00094,Prepaid,Xiaomi,3.02,0.5488749253989182,8.99,18,100000.0,2,0.1895445293892174,1,General Offer
C00095,Postpaid,Apple,15.3,0.16970075440353558,12.58,13,196000.0,2,0.46908334134447377,1,General Offer
C00096,Prepaid,Huawei,7.52,0.28951315124514476,11.63,18,107000.0,1,0.23951182981293573,2,Retention Offer
C00097,Prepaid,Huawei,2.59,0.1285472546035476,11.04,13,127000.0,3,0.0504610543781963,0,General Offer
C00098,Prepaid,Xiaomi,3.86,0.13520037667971496,9.01,11,41000.0,6,0.21842586616724616,0,Top-up Promo
C00099,Prepaid,Oppo,3.52,0.12768049751430988,11.57,14,87000.0,0,0.3565206511890328,0,General Offer
C00100,Prepaid,Samsung,2.73,0.19154711289741924,17.08,17,71000.0,0,0.6050577397812743,1,General Offer
C00101,Prepaid,Apple,5.92,0.5531703788347477,18.55,19,138000.0,4,0.5759521030148603,0,General Offer
C00102,Postpaid,Samsung,6.87,0.6131380349783295,15.42,15,145000.0,5,0.46380614083615446,0,Device Upgrade Offer
C00103,Prepaid,Xiaomi,3.92,0.21566826427184158,16.07,13,98000.0,5,0.24898764140086418,1,General Offer
C00104,Prepaid,Vivo,1.19,0.31733728778088055,10.44,18,64000.0,1,0.4853898043638733,2,Retention Offer
C00105,Postpaid,Realme,9.13,0.5677209630588457,23.08,18,121000.0,2,0.30404493617119993,0,Data Booster
C00106,Prepaid,Apple,0.97,0.40732008651086327,2.8,16,83000.0,3,0.33682244013572266,0,General Offer
C00107,Prepaid,Xiaomi,3.6,0.46965605711335373,11.27,15,80000.0,4,0.25440179819531444,1,General Offer
C00108,Postpaid,Oppo,4.63,0.29637043903989047,13.78,14,122000.0,2,0.12202133967872344,1,Device Upgrade Offer
C00109,Prepaid,Realme,2.01,0.7061835689208212,10.37,13,74000.0,3,0.6662633784429975,0,General Offer
C00110,Prepaid,Apple,1.67,0.7434720958461452,15.57,10,56000.0,3,0.5400385297303323,1,Top-up Promo
C00111,Prepaid,Apple,3.58,0.5445761647702412,9.22,22,99000.0,3,0.12802034553927424,1,General Offer
C00112,Prepaid,Huawei,9.78,0.27994351541852625,16.45,22,144000.0,5,0.037152469891895114,1,General Offer
C00113,Postpaid,Vivo,6.88,0.13660224197876764,10.63,14,112000.0,2,0.29765088211570256,0,General Offer
C00114,Postpaid,Apple,14.01,0.7490587662468979,8.1,11,188000.0,2,0.35878647251159734,0,Data Booster
C00115,Postpaid,Vivo,5.75,0.46536091920801737,7.47,11,120000.0,3,0.5777579058118495,0,General Offer
C00116,Postpaid,Xiaomi,15.87,0.42374111802425585,11.45,19,217000.0,1,0.49407127195494566,1,Device Upgrade Offer
C00117,Postpaid,Oppo,12.06,0.5423971473276001,7.05,17,152000.0,1,0.26063719588402434,0,Data Booster
C00118,Prepaid,Realme,5.2,0.40546037247010835,-4.28,22,128000.0,2,0.21251867543291386,2,Retention Offer
C00119,Postpaid,Realme,10.08,0.3469840688903098,0.61,12,129000.0,2,0.1436986402023926,0,General Offer
C00120,Prepaid,Oppo,17.06,0.8432395165490528,7.55,15,219000.0,1,0.24376407518172924,1,Data Booster
C00121,Postpaid,Apple,8.46,0.6363083962777846,8.29,12,124000.0,3,0.1629972547170992,0,Data Booster
C00122,Postpaid,Apple,2.25,0.7322443758680929,16.28,11,85000.0,3,0.5443090901345013,0,General Offer
C00123,Prepaid,Xiaomi,2.95,0.7162823983893936,11.77,15,70000.0,0,0.1282837182095456,0,General Offer
C00124,Prepaid,Huawei,10.29,0.003496371651105834,10.68,20,175000.0,0,0.17744361756064117,0,General Offer
C00125,Prepaid,Huawei,1.64,0.566414179328246,6.32,11,85000.0,1,0.5342715266616639,0,General Offer
C00126,Prepaid,Huawei,9.97,0.49981358980804813,24.29,13,136000.0,2,0.37586206438427366,0,General Offer
C00127,Postpaid,Vivo,7.87,0.2769345389503892,10.09,17,147000.0,2,0.1668924687294737,0,Device Upgrade Offer
C00128,Postpaid,Huawei,3.3,0.9882096162330904,14.72,15,111000.0,2,0.047952503544425054,0,General Offer
C00129,Prepaid,Oppo,12.78,0.43066594305871286,10.13,8,186000.0,5,0.26937319691631784,0,Device Upgrade Offer
C00130,Prepaid,Realme,0.64,0.2968282808756242,12.94,13,63000.0,6,0.37424979821250126,1,General Offer
C00131,Prepaid,Realme,11.56,0.37254903478677137,2.89,15,168000.0,4,0.28224034431326395,1,General Offer
C00132,Prepaid,Vivo,11.97,0.5239346139090596,11.96,16,180000.0,3,0.16697967430737387,0,Data Booster
C00133,Prepaid,Xiaomi,4.56,0.48939993581498104,10.5,12,91000.0,3,0.043734465081189694,0,General Offer
C00134,Prepaid,Oppo,2.71,0.29472793252093366,10.58,13,63000.0,3,0.3546933237768532,0,General Offer
C00135,Postpaid,Realme,1.07,0.5680701565201677,15.48,16,78000.0,4,0.1815258143658319,0,General Offer
C00136,Prepaid,Oppo,2.22,0.40670712481861043,2.07,15,86000.0,2,0.04189248163931254,0,General Offer
C00137,Prepaid,Realme,1.67,0.34975589159377213,7.65,13,63000.0,3,0.294539113883866,1,General Offer
C00138,Postpaid,Samsung,5.88,0.35838284036916046,-0.34,13,109000.0,3,0.5435593578692692,1,General Offer
C00139,Prepaid,Xiaomi,9.2,0.1668888297486079,8.69,12,145000.0,3,0.15384990718763736,0,Device Upgrade Offer
C00140,Postpaid,Xiaomi,1.89,0.20671401578806015,15.49,17,100000.0,5,0.39639695524389545,0,General Offer
C00141,Postpaid,Samsung,8.33,0.18938172640456027,14.95,10,110000.0,3,0.20812912135553616,3,Retention Offer
C00142,Prepaid,Vivo,3.98,0.0,8.9,12,96000.0,2,0.21226086388387527,1,General Offer
C00143,Prepaid,Realme,3.48,0.4683966115935192,11.04,16,90000.0,4,0.3436854233446328,2,Retention Offer
C00144,Prepaid,Realme,10.86,0.19643871213971298,8.17,10,177000.0,4,0.2971894250245018,1,General Offer
C00145,Prepaid,Realme,15.61,0.31743118571456297,10.23,14,198000.0,1,0.43842301022116864,1,General Offer
C00146,Prepaid,Huawei,8.01,0.33962855621323823,15.56,13,125000.0,2,0.2717025957938147,0,General Offer
C00147,Postpaid,Huawei,1.24,0.20271230307615243,18.57,15,80000.0,3,0.34321907171543836,1,General Offer
C00148,Prepaid,Huawei,5.87,0.3269684479498557,13.59,21,93000.0,2,0.155820564283018,0,General Offer
C00149,Prepaid,Huawei,2.67,0.41596599175363336,9.67,16,96000.0,3,0.3145718824827438,0,General Offer
C00150,Prepaid,Huawei,17.87,0.26092213540359355,18.76,18,217000.0,3,0.11101395917377523,0,General Offer
C00151,Postpaid,Samsung,8.55,0.21673650560914356,12.93,17,123000.0,7,0.4289729645878926,0,Device Upgrade Offer
C00152,Prepaid,Xiaomi,2.28,0.27801816704394877,8.67,20,80000.0,3,0.20204817569069933,0,General Offer
C00153,Prepaid,Vivo,3.84,0.5903224639098233,9.33,12,85000.0,1,0.1291857207577899,0,General Offer
C00154,Prepaid,Oppo,4.78,0.2864518314149209,7.87,7,103000.0,1,0.11967024327966487,0,General Offer
C00155,Postpaid,Huawei,1.72,0.4335709374205552,13.71,15,81000.0,2,0.5936229347754538,0,General Offer
C00156,Prepaid,Samsung,5.49,0.2998659460730505,11.58,17,129000.0,3,0.30088573474019936,0,Device Upgrade Offer
C00157,Postpaid,Realme,10.48,0.3786989501634937,11.08,19,137000.0,4,0.19884603969973988,1,General Offer
C00158,Postpaid,Vivo,0.84,0.5695148035765387,7.11,19,57000.0,1,0.19474074197900498,1,General Offer
C00159,Prepaid,Vivo,3.31,0.22044732176724954,19.9,20,85000.0,5,0.2237063423081506,2,Retention Offer
C00160,Postpaid,Vivo,12.78,0.8456171218068764,9.31,13,197000.0,2,0.3609408658585049,0,Data Booster
C00161,Prepaid,Samsung,16.98,0.4714318062486478,15.77,17,219000.0,1,0.31441570151539083,1,Device Upgrade Offer
C00162,Postpaid,Oppo,7.13,0.44078765102537876,4.99,16,101000.0,6,0.21283530873460324,1,General Offer
C00163,Postpaid,Huawei,2.07,0.19022379206187912,12.69,11,65000.0,3,0.12213486461582708,1,General Offer
C00164,Prepaid,Vivo,8.38,0.5300553226906842,6.88,9,117000.0,3,0.21555259893106368,0,Data Booster
C00165,Prepaid,Samsung,9.37,0.7327425512984725,12.73,9,137000.0,2,0.3886849035221833,1,Data Booster
C00166,Postpaid,Realme,5.72,0.24890219928988608,5.99,14,96000.0,1,0.3843237557710307,0,General Offer
C00167,Prepaid,Xiaomi,3.29,0.19920991997481985,4.11,11,71000.0,1,0.08298252977966455,2,Retention Offer
C00168,Prepaid,Realme,7.97,0.40940131197458063,5.21,21,143000.0,5,0.15434293274886296,0,General Offer
C00169,Prepaid,Samsung,4.32,0.1979589833200307,2.13,10,68000.0,0,0.4051570796182733,2,Retention Offer
C00170,Prepaid,Samsung,8.45,0.30975388416056293,6.39,15,147000.0,3,0.24757117841028756,0,Device Upgrade Offer
C00171,Postpaid,Samsung,2.08,0.5673116863111438,14.04,22,99000.0,3,0.1591833685430584,1,General Offer
C00172,Prepaid,Vivo,2.26,0.7537481907117665,6.21,10,86000.0,4,0.1385263775340314,0,General Offer
C00173,Prepaid,Samsung,8.07,0.5761219594510756,6.78,15,126000.0,4,0.304444152989707,1,Data Booster
C00174,Prepaid,Xiaomi,2.08,0.2279434074787712,11.65,11,85000.0,1,0.3479871271742242,0,General Offer
C00175,Postpaid,Vivo,4.54,0.3447513336683854,0.46,20,72000.0,3,0.08801627541165795,0,General Offer
C00176,Prepaid,Realme,4.11,0.33016599197877317,13.4,13,86000.0,2,0.20158139097442226,0,General Offer
C00177,Postpaid,Xiaomi,1.79,0.4200125275987671,9.66,22,55000.0,3,0.30032436521625566,0,General Offer
C00178,Prepaid,Apple,2.69,0.5768113500631302,12.14,15,81000.0,5,0.07100239958957175,1,General Offer
C00179,Postpaid,Realme,0.57,0.23982696262448344,9.49,12,47000.0,3,0.1596736225047264,1,General Offer
C00180,Prepaid,Samsung,5.51,0.8376027018463866,8.62,15,85000.0,3,0.1129865779570476,0,Streaming Partner Pack
C00181,Prepaid,Huawei,1.61,0.19186339289927057,14.56,18,51000.0,3,0.6452321136994755,0,Top-up Promo
C00182,Prepaid,Huawei,2.51,0.23387796837184657,9.86,12,54000.0,2,0.16469335875203775,4,Retention Offer
C00183,Postpaid,Vivo,7.05,0.23993434857810758,13.06,10,97000.0,3,0.2519340475260149,1,General Offer
C00184,Postpaid,Huawei,13.0,0.8920288417131026,15.01,16,181000.0,4,0.48613182591437143,0,Data Booster
C00185,Prepaid,Realme,3.76,0.7268140670196646,4.04,18,103000.0,7,0.3276546098705228,0,General Offer
C00186,Postpaid,Vivo,2.19,0.23697243896672054,6.52,13,83000.0,2,0.2965449903099756,0,General Offer
C00187,Postpaid,Realme,3.37,0.30785150885880974,5.85,14,61000.0,2,0.40149558775364835,0,General Offer
C00188,Prepaid,Samsung,1.53,0.38093540060021136,8.27,9,49000.0,3,0.41589429702222147,0,Top-up Promo
C00189,Prepaid,Oppo,7.9,0.3036649781188275,10.83,16,109000.0,2,0.055510977014948226,2,Retention Offer
C00190,Prepaid,Oppo,0.7,0.5801912471617592,5.55,16,28000.0,2,0.04620203451756567,0,Retention Offer
C00191,Prepaid,Xiaomi,6.53,0.498049733505431,5.96,19,71000.0,2,0.20829692996341,0,General Offer
C00192,Postpaid,Samsung,6.31,0.440507812980968,8.23,17,80000.0,1,0.5764962341821456,1,General Offer
C00193,Postpaid,Huawei,11.45,0.5639843642864663,14.53,9,170000.0,2,0.12900963652186007,1,Data Booster
C00194,Postpaid,Samsung,4.42,0.4877862010759989,7.4,19,89000.0,2,0.22005258481111556,0,General Offer
C00195,Prepaid,Apple,1.43,0.5345789785689267,10.47,12,68000.0,5,0.1463756264752549,0,General Offer
C00196,Prepaid,Oppo,6.47,0.4346280261879213,8.51,15,117000.0,3,0.1969628808306183,0,General Offer
C00197,Postpaid,Huawei,8.33,0.7443540021527503,9.44,16,174000.0,3,0.1982543656727926,1,Data Booster
C00198,Postpaid,Realme,10.65,0.42632764885852686,6.67,10,163000.0,4,0.3929052542128089,0,General Offer
C00199,Postpaid,Realme,3.63,0.37030490768924723,-2.2,21,97000.0,4,0.27528247974068715,1,General Offer
C00200,Postpaid,Oppo,8.05,0.5595374057329481,6.79,17,160000.0,3,0.4433359163846219,0,Data Booster
C00201,Postpaid,Samsung,6.22,0.5136148059603856,11.13,12,118000.0,2,0.39163608438710773,2,Retention Offer
C00202,Prepaid,Huawei,3.58,0.3959122873439761,10.33,12,123000.0,2,0.3866149418218599,1,General Offer
C00203,Prepaid,Xiaomi,2.15,0.07234787379622121,13.48,16,76000.0,4,0.27598777033872024,2,Retention Offer
C00204,Postpaid,Realme,3.05,0.6819574224838055,2.63,12,80000.0,2,0.3837641811822682,3,Retention Offer
C00205,Postpaid,Samsung,3.73,0.6484816158148687,11.86,14,112000.0,5,0.4051027440450043,0,General Offer
C00206,Prepaid,Xiaomi,1.21,0.2299637945190079,7.24,14,60000.0,3,0.3907797915017884,3,Retention Offer
C00207,Prepaid,Huawei,8.13,0.4831612588915238,6.16,12,101000.0,3,0.03829427656505085,0,General Offer
C00208,Postpaid,Oppo,10.57,0.29547333295019385,12.61,15,169000.0,3,0.3014975957799465,0,Device Upgrade Offer
C00209,Prepaid,Apple,19.82,0.5056669918289646,13.96,12,223000.0,3,0.16501798684081753,0,Data Booster
C00210,Prepaid,Vivo,2.13,0.6231122657212462,15.74,19,51000.0,2,0.22844376533680308,1,General Offer
C00211,Prepaid,Oppo,6.08,0.3739292898110038,12.77,11,126000.0,1,0.6849261164160928,0,Device Upgrade Offer
C00212,Postpaid,Xiaomi,9.33,0.5423144729865262,9.48,19,169000.0,4,0.5465405226100201,0,Data Booster
C00213,Postpaid,Samsung,13.45,0.11816130496641514,2.65,13,167000.0,3,0.2650796937915968,0,Device Upgrade Offer
C00214,Prepaid,Realme,2.46,0.22792188964487203,16.21,11,82000.0,0,0.10250570319980806,0,General Offer
C00215,Postpaid,Huawei,8.34,0.5801984903202568,11.14,15,133000.0,3,0.39537393292146533,0,Data Booster
C00216,Prepaid,Oppo,4.82,0.27220538635314173,5.38,13,65000.0,4,0.27465157360115927,0,General Offer
C00217,Prepaid,Realme,1.0,0.23461068756371217,11.07,13,56000.0,3,0.6741061217584818,0,Top-up Promo
C00218,Postpaid,Realme,10.27,0.2549793804387137,2.68,10,174000.0,5,0.10961268702020166,0,General Offer
C00219,Postpaid,Apple,7.26,0.18433371487940234,16.76,11,117000.0,3,0.4333550514518273,0,General Offer
C00220,Postpaid,Huawei,2.42,0.600935229098312,8.01,14,53000.0,1,0.27560125256200274,0,General Offer
C00221,Postpaid,Xiaomi,5.71,0.6157007371426167,4.49,19,135000.0,0,0.16053658095901444,1,Device Upgrade Offer
C00222,Prepaid,Huawei,3.4,0.2478901785174663,16.45,13,54000.0,2,0.5816460923225697,0,General Offer
C00223,Prepaid,Huawei,1.83,0.1785815740110162,3.4,17,44000.0,3,0.4367886769862121,2,Top-up Promo
C00224,Prepaid,Samsung,3.55,0.3812342212361731,9.87,11,91000.0,2,0.267609815066149,0,General Offer
C00225,Prepaid,Vivo,0.95,0.1659839148837836,10.67,15,68000.0,2,0.5823404862065611,0,General Offer
C00226,Prepaid,Realme,13.13,0.5411629712821843,3.47,17,168000.0,5,0.15425753262627995,0,Data Booster
C00227,Postpaid,Xiaomi,12.63,0.4020443779370848,7.98,10,148000.0,4,0.22184235875239108,1,Device Upgrade Offer
C00228,Prepaid,Samsung,2.03,0.3274086840675653,0.55,21,88000.0,3,0.006900476006471804,0,General Offer
C00229,Postpaid,Realme,10.76,0.6042956800091793,7.84,14,139000.0,5,0.4147768427807641,0,Data Booster
C00230,Postpaid,Vivo,2.45,0.21132234844128625,0.66,13,50000.0,1,0.3973818927389415,1,General Offer
C00231,Postpaid,Samsung,10.48,0.3146799363306523,14.46,17,135000.0,3,0.03604083184749702,0,Device Upgrade Offer
C00232,Prepaid,Vivo,11.84,0.1606212653606944,6.86,10,167000.0,4,0.40570167347597436,1,Device Upgrade Offer
C00233,Prepaid,Vivo,10.07,0.12417438743712944,3.96,14,146000.0,4,0.2831673428951561,1,Device Upgrade Offer
C00234,Prepaid,Vivo,3.33,0.21869495945710993,11.03,18,70000.0,3,0.24043697356480512,0,General Offer
C00235,Prepaid,Samsung,10.19,0.2380538454145004,1.22,12,148000.0,4,0.38249026350341125,0,Device Upgrade Offer
C00236,Postpaid,Huawei,9.52,0.21960713834812076,6.3,14,160000.0,3,0.14764257468624678,1,General Offer
C00237,Prepaid,Vivo,2.32,0.3817102924340192,13.63,18,84000.0,3,0.19786102211001136,0,General Offer
